window_index,RidgeCov,TargetRidge,Trend,Seasonal,EWM,EWMFast,EWMSlow,SeasonalOffset,SeasonalDrift,DampedTrend,MeanRevert,MeanRevertSlow,SeasonalEWM,SeasonalTrend,EWMTrend
15,0.4106293619,0.3125680983,1.148673415,0.5987525582,0.340783,0.3744239807,0.3721015453,0.6631299257,0.6295244098,0.3715568483,0.43721807,0.3860877454,0.3981706798,0.5391656756,0.5445653796
16,0.4070787132,0.3055993617,1.621864796,0.6097403765,0.3489685953,0.3791152537,0.3795816004,0.5178822875,0.558144033,0.5068365932,0.4106951654,0.3226318657,0.4070916176,0.6273316145,0.6619074941
17,0.4235428572,0.3195549548,1.704166055,0.6223664284,0.3612809181,0.3855620325,0.4163337946,0.5059204102,0.5513918996,0.5160753131,0.4214830399,0.3404159546,0.419908911,0.6713296771,0.7008525729
18,0.4478076398,0.3466817439,1.492317557,0.6326827407,0.3737369478,0.385514617,0.4357044995,0.5837134719,0.6067812443,0.4440710545,0.4555046558,0.4082397223,0.4317599237,0.6683657765,0.675842762
19,0.4485246837,0.344040066,2.020562887,0.6480317712,0.3867720664,0.400116533,0.4558100402,0.5254313946,0.5580406785,0.6134483218,0.430504173,0.3508047163,0.4456056058,0.7811932564,0.8146097064
20,0.4671643078,0.3589172661,2.646743774,0.676700592,0.4064328671,0.4305556118,0.5038594604,0.6606431007,0.5663055778,0.872454226,0.4230991602,0.3402582109,0.4691323042,0.9406223297,0.9914271832
21,0.4939470291,0.3844141066,2.740353584,0.7078782916,0.4290515482,0.4622825086,0.5571203232,0.7709717155,0.6115557551,0.8872653842,0.4417138994,0.3654432297,0.4957357943,1.009993196,1.050435662
22,0.5254669785,0.4109781981,3.356660128,0.7478817105,0.4528230727,0.505310595,0.5584258437,0.953086555,0.6790471673,1.174669147,0.4474967718,0.3849740326,0.525705874,1.190881848,1.246136069
23,0.5598758459,0.4451057017,3.596551657,0.7962090373,0.483584255,0.5554558635,0.5568797588,0.9623918533,0.7376170158,1.261030078,0.4715270698,0.4180208445,0.5630432963,1.309172511,1.363575816
24,0.6006427407,0.4824303389,3.864733934,0.8481891155,0.5191264749,0.6095439792,0.6255479455,1.226837993,0.8334894776,1.355814338,0.4991347492,0.4543392956,0.6062191129,1.438674808,1.482392192
25,0.6401913166,0.5228164792,3.845674753,0.8990253806,0.5583820343,0.6622387767,0.689002037,1.375730872,0.9159979224,1.316458106,0.5348662734,0.4922574461,0.6511504054,1.506311417,1.531546235
26,0.6843025684,0.563386023,3.896738768,0.9458103776,0.5982269645,0.7121437192,0.7261676788,1.470481753,0.9867658615,1.332835793,0.5688803792,0.5317786336,0.6943529248,1.584300518,1.599312782
27,0.7123733163,0.5920243263,4.412573338,0.9845667481,0.6271331906,0.7584572434,0.7657642961,1.884256363,1.115623951,1.593679428,0.5837741494,0.5658035874,0.7279467583,1.757285595,1.776953578
28,0.7362422943,0.6144577265,4.535578251,1.013707757,0.6500225067,0.7977218032,0.8157137036,2.205486536,1.223864079,1.648536682,0.6011071205,0.5914002061,0.7543244362,1.834958911,1.845180154
29,0.7474824786,0.6337243915,4.344418049,1.03383863,0.671089828,0.8273157477,0.8505151868,2.286009789,1.27419126,1.55038166,0.6207503676,0.6090874076,0.7759260535,1.831261992,1.826743722
30,0.7681951523,0.6529581547,4.239575863,1.049490094,0.6917999387,0.8533970714,0.9035784602,2.541298151,1.361488819,1.516328931,0.6393504143,0.6304456592,0.7959165573,1.84209621,1.825946689
31,0.7792649865,0.6672109962,4.07791853,1.056456327,0.7108352184,0.8709375262,0.8691336513,2.341996908,1.336516976,1.469055772,0.6548349261,0.6482794285,0.8103492856,1.829210281,1.811714768
32,0.7936825156,0.6839885116,3.929111242,1.064957261,0.736153841,0.8878687024,0.7830200195,1.798877358,1.227893233,1.427769065,0.6729966998,0.6683540344,0.827383101,1.818946481,1.810307503
33,0.8184216619,0.7002563477,3.954930544,1.079841375,0.7624444962,0.9045979381,0.7401530743,1.456940651,1.166024804,1.455937743,0.6883303523,0.6879696846,0.846985817,1.853747368,1.857221484
34,0.8314378858,0.7189314961,3.689582825,1.09242332,0.7737581134,0.9074270129,0.7788884044,1.588757873,1.212721229,1.318894029,0.7087696195,0.7034721375,0.8606052995,1.811721206,1.792443275
35,0.843583107,0.7308626175,3.570393562,1.098120093,0.7854760289,0.9044734836,0.7829639316,1.563018799,1.215805888,1.281042576,0.7212874293,0.7168049216,0.8703768253,1.796592355,1.771634579
36,0.8648949265,0.7568845749,2.951188087,1.098503828,0.797038734,0.8798940778,0.7534062266,1.139237761,1.110015512,1.040021062,0.7523524165,0.7533354759,0.8763205409,1.643570781,1.60324347
37,0.8662438989,0.7675225735,2.838398933,1.100392938,0.8008769155,0.8562663198,0.7537081838,1.109012008,1.10328567,1.013012171,0.76137954,0.765312016,0.879693687,1.617766261,1.572502971
38,0.8644790649,0.7737188339,2.818417788,1.102673173,0.8012940288,0.8379938006,0.7572768331,1.120870709,1.108584046,1.016995907,0.7648203969,0.7685456872,0.8820708394,1.615974307,1.565468311
39,0.8819411397,0.7910781503,2.632375956,1.104960799,0.8071085811,0.8202986717,0.7640919685,1.11918819,1.106407166,0.9686436653,0.7806474566,0.7913653255,0.8859298825,1.569635034,1.514397144
40,0.8716552854,0.7777431011,2.962334871,1.109572887,0.8112534881,0.816467762,0.7688682675,1.109572887,1.109572887,1.092203736,0.7616560459,0.7608242035,0.8907607198,1.663101554,1.619921803
41,0.863307178,0.777721107,3.186344862,1.117129326,0.8187954426,0.82021451,0.7757780552,1.128818154,1.121556878,1.185100913,0.7574118972,0.7559666038,0.8985922933,1.734143734,1.696387768
42,0.8632079959,0.7700099349,3.657426834,1.126958489,0.8282935619,0.8320408463,0.7826805115,1.200279713,1.150867581,1.397402763,0.7452972531,0.7524142265,0.9081496596,1.874030471,1.849550247
43,0.8713921905,0.7702583671,3.982794762,1.136588693,0.8419578671,0.8464404941,0.8084421158,1.177145481,1.151199818,1.540637851,0.7427842021,0.760181129,0.9185857773,1.977518678,1.968008518
44,0.8773777485,0.7785509229,4.145107746,1.146742702,0.8479629159,0.8612451553,0.7984957099,1.252016306,1.182023168,1.581556439,0.7480660081,0.767457664,0.9269589782,2.041036606,2.026601076
45,0.8890612721,0.782235384,4.400306702,1.156490803,0.8547344804,0.8773582578,0.7954564095,1.356913567,1.221281409,1.681114554,0.7495512962,0.7768552899,0.9351961017,2.128145456,2.113797903
46,0.8968396783,0.7894311547,4.523006916,1.166939855,0.8582256436,0.8937606812,0.7900087237,1.586234212,1.29689002,1.715521812,0.755433619,0.7851110101,0.9428322315,2.18078351,2.155727148
47,0.9170854092,0.8074190617,4.21281004,1.174975991,0.8676756024,0.9017063975,0.795186758,1.429371476,1.259314418,1.547273993,0.7734363079,0.7884888053,0.951624155,2.113014936,2.078136206
48,0.935793221,0.8235461712,4.016193867,1.182200432,0.8746940494,0.9042018056,0.799816072,1.371347785,1.248083115,1.450855732,0.7887150645,0.7969210744,0.9591273665,2.072349787,2.028305054
49,0.9215860367,0.8140909672,4.386716366,1.189373016,0.8831018806,0.9135770798,0.8052577972,1.460490108,1.282072425,1.63888824,0.7804067731,0.8038457036,0.9668142796,2.185504913,2.151374102
50,0.9351927638,0.8233826756,4.312817097,1.195453644,0.8850640655,0.9194963574,0.8025682569,1.561911941,1.318821549,1.594483018,0.7893487811,0.8086221814,0.9715570807,2.177325964,2.131975412
51,0.9420042038,0.8220174909,4.439981937,1.200205922,0.8900081515,0.9278697968,0.8037347794,1.677944779,1.359378338,1.666726112,0.7901654243,0.8166984916,0.9768452644,2.222604036,2.176703453
52,0.9237220883,0.7972821593,5.394871235,1.205164909,0.8921282887,0.9561262727,0.8078702092,2.554433584,1.621581197,2.199986935,0.772778511,0.8643451333,0.9807441831,2.498417616,2.463121176
53,0.9217920303,0.7893919349,5.861541748,1.205164909,0.9000911117,0.9928787351,0.8064317703,2.971189499,1.747782707,2.480576754,0.7742071152,0.9075750709,0.9845137596,2.639841795,2.615335226
54,0.9156829715,0.7816226482,6.71453619,1.203755498,0.9131290317,1.047904134,0.7978050709,3.449215651,1.892580152,3.006175995,0.7795180678,0.9965522885,0.9890865684,2.889731169,2.891305923
55,0.9193277359,0.7806687355,6.978030682,1.199180245,0.9300913811,1.106802344,0.791062057,3.270547152,1.84913063,3.14437747,0.7896137834,1.029334664,0.9934396744,2.977428436,3.002974749
56,0.9216225147,0.7811843753,7.285942078,1.192597866,0.940803051,1.169140697,0.78544873,3.534137726,1.929462075,3.293621302,0.8003099561,1.06299293,0.9939334989,3.075725794,3.116080523
57,0.9283356667,0.7819522023,7.031254292,1.183329463,0.9545023441,1.219043851,0.7832753658,3.225931883,1.84192121,3.091217041,0.8087484241,1.036220193,0.9948499799,3.01429534,3.064838409
58,0.9375645518,0.7869844437,6.247468948,1.176628947,0.9588845372,1.23848474,0.7794199586,2.931009054,1.75592947,2.582893133,0.8157017827,0.9608309865,0.9938867688,2.799834967,2.835447311
59,0.9373318553,0.785657227,6.225879669,1.168969154,0.9652643204,1.256249189,0.7771907449,3.055571795,1.7934829,2.58131671,0.8241026998,0.9704084396,0.993581593,2.796980619,2.836126328
60,0.9368025661,0.7841647267,6.181063175,1.161707878,0.9737851024,1.272310257,0.7756668925,3.077533007,1.800832748,2.574592829,0.8332342505,0.9803984761,0.9945841432,2.786859751,2.831676483
61,0.9378493428,0.7848970294,5.96125555,1.157007337,0.9860522151,1.280958056,0.778093338,2.789996862,1.715284228,2.467979431,0.8427736759,0.9750255942,0.9986009002,2.725852013,2.776717186
62,0.9453594685,0.7908278108,5.442578793,1.155619979,1.000018597,1.27122128,0.7932980061,2.180463076,1.526358247,2.187201738,0.8517701626,0.9418754578,1.004929543,2.576758146,2.628731489
63,0.9670255184,0.8089563251,4.682391644,1.15730989,0.9986117482,1.234546065,0.7922145724,1.890521407,1.433238149,1.786838651,0.8644515872,0.89728719,1.006164908,2.351018429,2.37981391
64,0.9802511334,0.8227316737,4.18734026,1.159907341,0.9896289706,1.187009335,0.7858252525,1.895952702,1.437252522,1.570572495,0.8764606118,0.882602036,1.004707694,2.199121237,2.204406023
65,0.9880438447,0.8124914169,4.266704559,1.162032604,0.9728892446,1.157302976,0.7947065234,2.735692263,1.709417701,1.669565201,0.8780638576,0.8999204636,1.000004172,2.220137596,2.205950022
66,1.000037074,0.8236028552,3.67864728,1.163242936,0.9628348351,1.117600799,0.8184943199,2.847636938,1.747221947,1.448027611,0.8939792514,0.8895694613,0.9987988472,2.035659313,1.997960925
67,1.012689471,0.8366473317,3.088360071,1.164689183,0.9552435279,1.071546197,0.8386106491,2.759837389,1.722818494,1.254480958,0.9134418368,0.8881046772,0.9993941188,1.844008446,1.787988186
68,1.009618044,0.8381595612,2.703764677,1.167463899,0.9531558156,1.030370831,0.8374824524,2.581109762,1.670262694,1.168809652,0.9274682403,0.8944625258,1.003461361,1.714153647,1.649270535
69,1.019107699,0.8326100707,2.432850361,1.169655442,0.9452707171,0.9968007207,0.8586069942,2.78514123,1.737953544,1.12748301,0.9366018772,0.9007276893,1.004195094,1.619553685,1.543509603
70,1.020258307,0.8317908645,2.096645832,1.169205308,0.9414417148,0.9656241536,0.8533952832,2.604104042,1.682630539,1.054010272,0.9496038556,0.9058700204,1.005798459,1.499289036,1.417654872
71,0.9508600235,0.7745434642,2.458111763,1.166733265,0.9494430423,0.9657066464,0.8273819089,3.023021936,1.81717813,1.328323007,0.9310560226,0.9413117766,1.012079716,1.620235801,1.546219349
72,0.9076730609,0.7471196055,2.714660406,1.163390398,0.9559832215,0.9823999405,0.822306335,3.495971441,1.966971397,1.569995761,0.9323703647,0.9999299049,1.016309142,1.703557849,1.6339885
73,0.9195738435,0.7647164464,2.111509085,1.15989995,0.9607424736,0.9811221957,0.8175925612,2.750148058,1.733644009,1.257024646,0.9512891769,0.9557116032,1.019558907,1.498000026,1.429233909
74,0.9093022943,0.7672591209,1.875248909,1.15730989,0.965115726,0.9773022532,0.8171801567,2.473932266,1.644184113,1.178522944,0.9631743431,0.954738915,1.022722244,1.411621094,1.344832063
75,0.9631589055,0.8422103524,1.206692576,1.162128568,0.9606260657,0.9410927296,0.82218647,1.533781648,1.319264293,0.885317862,1.016400099,0.9385187626,1.024292469,1.139829516,1.068932891
76,0.9642096162,0.8709596992,1.045946479,1.169928432,0.950750351,0.9072666764,0.8288068175,1.39015758,1.267291546,0.8757384419,1.042192698,0.9585368633,1.023903728,1.05393362,0.9786917567
77,0.9205792546,0.8135097027,1.093688488,1.171854496,0.946287632,0.8985468745,0.8360853195,1.844201446,1.438602924,0.8989081383,1.00888741,0.9421342015,1.0237813,1.094567657,1.014107108
78,0.8323872089,0.7584739327,1.3357023,1.168408394,0.9447083473,0.9110299945,0.8530041575,2.97314477,1.812558532,1.105564713,0.9827604294,0.9900155067,1.022696137,1.202712655,1.114367366
79,0.8086069226,0.7510771155,1.325059533,1.16052711,0.9603879452,0.9276416302,0.8462159038,2.581124544,1.683449388,1.154597282,0.9900873303,1.019335985,1.029360056,1.196050644,1.118669152
80,0.7833070755,0.7479913235,1.350746751,1.154911518,0.968018949,0.9486801028,0.8520078659,2.78205657,1.74710381,1.219279885,0.9974834323,1.052507877,1.03180337,1.204669952,1.131572008
81,0.7904794216,0.7656170726,1.141110301,1.149421334,0.9703302979,0.9610245824,0.8596541286,2.685977697,1.713675499,1.077253699,1.015043855,1.025643826,1.031532407,1.115040064,1.048239112
82,0.7644433379,0.7589037418,1.193936229,1.139355898,0.9855723977,0.9803145528,0.8671007752,2.497863293,1.64717257,1.169311404,1.020398021,1.070289254,1.03629005,1.134876728,1.077953458
83,0.7714505196,0.7706074715,1.102702379,1.135179162,0.9944031835,0.9966728091,0.8764347434,2.320006609,1.585909367,1.112764239,1.033420682,1.065885067,1.039821625,1.093386769,1.044032693
84,0.7489719987,0.7638798356,1.335873008,1.127984405,1.000032783,1.029814005,0.8759494424,3.232469797,1.882337689,1.372819304,1.038085938,1.169358611,1.03975451,1.190637708,1.139984608
85,0.7623569369,0.777477026,1.188431859,1.12150526,1.011366963,1.055614471,0.8832045197,2.912353516,1.777484775,1.252476215,1.05302465,1.144607067,1.043695807,1.127680182,1.088247299
86,0.7474902272,0.7827147841,1.402017236,1.115535378,1.027599931,1.097848415,0.8928981423,3.258112907,1.888934731,1.504022241,1.06712091,1.25421679,1.050128579,1.215356827,1.181854129
87,0.7763207555,0.7954588532,1.213849425,1.112760782,1.043062568,1.126476407,0.9106194377,2.630101204,1.684054852,1.322221994,1.079493403,1.202374816,1.057744384,1.137606144,1.117000818
88,0.807826519,0.8150292039,1.001830935,1.113624096,1.057853341,1.134262919,0.9447393417,1.861801028,1.418287754,1.095026731,1.093890667,1.124948859,1.066641927,1.036680937,1.027656317
89,0.777664721,0.8222232461,1.048766732,1.11365366,1.074483156,1.148147464,0.9990637898,1.657673717,1.342804432,1.162341118,1.100025535,1.16299808,1.075680256,1.061705709,1.059157252
90,0.7838481069,0.8304602504,1.118322849,1.11386764,1.088004112,1.168461204,1.040889859,1.596771836,1.319898963,1.246548295,1.105474591,1.204142213,1.0827595,1.096441388,1.099567533
91,0.8109352589,0.8420741558,1.053340077,1.114812255,1.099976659,1.178848863,1.088845611,1.32113874,1.209120154,1.162813067,1.111268401,1.171849966,1.089332223,1.064355969,1.073909879
92,0.8332076073,0.8539996743,1.031779647,1.116826653,1.107251525,1.184473157,1.108269334,1.231811643,1.171131372,1.128656507,1.115843296,1.158350348,1.093990684,1.053517938,1.065950036
93,0.8398215175,0.8649784923,1.147078276,1.118870854,1.119416833,1.202787876,1.146553397,1.277792335,1.192664266,1.258810878,1.118856192,1.21638453,1.101022124,1.113267899,1.130454898
94,0.843773067,0.8810665011,1.359294057,1.120413184,1.130610585,1.23745358,1.15061295,1.484421253,1.279747963,1.479890704,1.126039624,1.307438254,1.107071161,1.208771825,1.231810689
95,0.8468837738,0.9120768905,1.867842793,1.123741269,1.148928046,1.302959085,1.173000455,1.886175036,1.435533166,1.985132575,1.147886515,1.504199386,1.116847634,1.409087181,1.444934726
96,0.8387392163,0.968085587,2.716429949,1.129851222,1.186534286,1.410308361,1.305159688,2.058349848,1.503423095,2.770795107,1.194666743,1.794300556,1.136072874,1.711408973,1.781432986
97,0.8583569527,0.999039948,3.165463448,1.137385607,1.22554791,1.530080438,1.437904,1.844784141,1.431223512,3.079410553,1.220820546,1.888802528,1.15610826,1.867184997,1.973641396
98,0.8825942874,1.033713341,3.717612267,1.144167185,1.252083421,1.662227154,1.417343497,2.091556787,1.527184486,3.43097949,1.249131203,1.988548279,1.169665217,2.052474022,2.187440157
99,0.9146105647,1.054245234,4.045498371,1.152077794,1.282865167,1.791700721,1.424582481,2.107968569,1.539345741,3.553128004,1.266287446,2.005213737,1.185577393,2.163446188,2.32695365
100,0.948815763,1.075899482,4.387289047,1.160136104,1.311814666,1.916260123,1.40548861,2.208386421,1.581894994,3.675779104,1.284431577,2.022376537,1.200669408,2.277569294,2.467533588
101,0.9836747646,1.13155508,5.214407921,1.172245622,1.342450261,2.060667276,1.362482548,2.697969198,1.763670444,4.200361252,1.333035707,2.182043076,1.217889309,2.54470849,2.769041777
102,1.028184056,1.148855567,5.427790165,1.184827328,1.383880138,2.189499617,1.399510503,2.526096821,1.713778853,4.190014362,1.349725723,2.157432318,1.240308404,2.618370771,2.874921799
103,1.067975521,1.176744103,5.816003323,1.196457267,1.405300975,2.309604406,1.286379337,3.063431025,1.908563972,4.317400455,1.374938369,2.179579496,1.253482938,2.744750977,3.016804457
104,1.113312006,1.255227804,6.914931774,1.211931705,1.443636417,2.460394859,1.272254348,3.691833735,2.133095026,5.026476383,1.448251724,2.407200575,1.274993896,3.091944933,3.408916712
105,1.158417702,1.308258057,7.737203121,1.229996324,1.489930272,2.621870041,1.301662922,3.871255636,2.210231543,5.479375839,1.50357306,2.542330027,1.300679445,3.354892015,3.719238281
106,1.188333988,1.301552415,7.781613827,1.247750998,1.530447364,2.750883818,1.307748556,3.666389465,2.15918088,5.29708147,1.506399035,2.457894802,1.324182987,3.38096261,3.769806623
107,1.739728808,1.166514754,6.031992435,1.259240746,1.558823228,2.745911837,1.33821106,2.397814274,1.726161361,3.806690931,1.392959595,1.93161726,1.341255188,2.848093987,3.207990408
108,1.604965568,1.143886685,5.7483325,1.268656731,1.570055962,2.708375692,1.293830037,2.325142622,1.706222177,3.494535446,1.373853326,1.812849045,1.350283146,2.76268959,3.113500595
109,1.599847913,1.083748698,4.921005726,1.275179982,1.547796249,2.610065222,1.128147364,2.520577192,1.783115029,2.849092484,1.322072625,1.584008694,1.344022393,2.500728846,2.800266981
110,1.566919684,1.0704602,4.637718678,1.284514904,1.526957035,2.504905462,1.018673539,3.052029848,1.980895996,2.648297548,1.312483191,1.518829346,1.34023273,2.415238619,2.679888487
111,1.552277684,1.048307776,4.123029709,1.292514205,1.550778747,2.382321358,1.115781903,2.197723389,1.67569387,2.3401196,1.295312285,1.423843384,1.355982184,2.252614975,2.51491189
112,1.555611253,1.133077383,5.007007122,1.30473423,1.557556748,2.336442471,1.10125339,2.884459734,1.938391209,2.938725471,1.366772532,1.645627022,1.365584373,2.550385714,2.831975937
113,1.533394217,1.132297158,4.852211952,1.317611217,1.547102094,2.286626101,1.025339007,3.356524229,2.11568737,2.831521988,1.3678689,1.615258217,1.368155122,2.50888586,2.765786409
114,1.497713089,1.106005669,4.327939987,1.329956889,1.574231982,2.214086533,1.125409961,2.441463232,1.79503262,2.507439852,1.34700048,1.511640191,1.387664676,2.346058846,2.601498365
115,1.422786117,1.001822591,2.956034422,1.335454583,1.578892708,2.058727741,1.2273103,1.383656383,1.359201312,1.665361285,1.2529248,1.201386809,1.392928123,1.87749958,2.092593193
116,1.313496351,0.9065382481,1.726519942,1.330606341,1.537147641,1.827831864,1.201910019,1.011671066,1.135717869,1.053734183,1.16188097,0.9502322674,1.370840073,1.409647346,1.557830811
117,1.252474427,0.878495872,1.237282276,1.322813749,1.504311442,1.600356698,1.281933308,0.9872011542,1.013324142,0.9127233624,1.125478745,0.8769221306,1.350117207,1.193661928,1.309489846
118,1.16353333,0.8648014069,0.9504352212,1.305442691,1.449279785,1.394305587,1.269259214,1.094762564,0.9787222743,0.8960536122,1.099160433,0.8442363143,1.313406825,1.037801385,1.123873115
119,1.130512238,0.8593051434,0.8081543446,1.279187083,1.390338778,1.220941663,1.253276706,1.237670779,0.9605395794,0.9541911483,1.08081758,0.8370068669,1.269417644,0.9266853333,0.9940282702
120,1.119884372,0.868602097,0.7957302928,1.249204755,1.332270622,1.102044463,1.196695447,1.131784797,0.9510498047,0.9510079026,1.073587537,0.8374655843,1.224134922,0.9031763077,0.9688048959
121,1.217861056,0.8865339756,0.8332901001,1.223915696,1.289416909,1.031878352,1.16697073,0.9985948205,0.955049336,0.9079553485,1.074337244,0.8456446528,1.189037681,0.9272993207,0.998477757
122,1.231052399,0.9115592837,0.9231502414,1.205150127,1.269139767,0.9949633479,1.220388293,0.9589456916,0.9541786313,0.898850441,1.083286405,0.8754959106,1.168630481,0.9796814919,1.060390592
123,1.2239995,0.8975192904,0.7987675667,1.181071281,1.23352468,0.956905663,1.209321499,1.063119888,0.9180714488,0.9210761189,1.061291814,0.844045341,1.137372613,0.8757741451,0.9504440427
124,1.21812892,0.912709713,0.8267056346,1.162194848,1.199745655,0.9365357757,1.160873294,0.9504815936,0.9284690022,0.9016184807,1.061553597,0.8574802279,1.110029101,0.8934979439,0.9692675471
125,1.260072351,0.94217062,0.9464790225,1.150660992,1.179455638,0.9301425815,1.137730122,0.9037776589,0.9762133956,0.9196872711,1.077332258,0.9095385671,1.093613505,0.9677459598,1.045283198
126,1.288997412,0.9728021622,1.108287334,1.14447701,1.167550802,0.9311076999,1.118599534,0.9709150195,1.044944525,1.004616857,1.099153519,0.979393661,1.084388614,1.047509551,1.124825835
127,1.29635179,0.9818716049,1.129732728,1.140964508,1.158061624,0.9335042834,1.101303101,1.014039874,1.071834922,1.024901986,1.103841066,0.9964163899,1.077738643,1.056428432,1.131443262
128,1.289639592,1.019134521,1.363890648,1.142152667,1.155938268,0.9425010681,1.101534367,1.181100726,1.161272526,1.188915849,1.136659026,1.096656322,1.077296257,1.159829974,1.233493805
129,1.268584251,0.9945278168,1.135337472,1.139747024,1.142359614,0.9452549815,1.05400908,1.139747024,1.139747024,1.041685104,1.107964516,1.01325655,1.069155812,1.059565425,1.127794385
130,1.273366213,1.024603724,1.306573749,1.142787099,1.138335466,0.9545690417,1.040204883,1.366602778,1.245839834,1.170958638,1.136832356,1.096752763,1.068747878,1.13797307,1.201594472
131,1.262552857,1.027824759,1.277769208,1.145805359,1.123068452,0.9638181329,0.9702789187,1.733821034,1.39695394,1.161494136,1.137992978,1.097084403,1.062556386,1.128385067,1.18154943
132,1.261709213,1.05450201,1.40357554,1.151243925,1.12231195,0.9792082906,0.9617035389,2.044956207,1.518403172,1.276168823,1.16709888,1.172471881,1.06545496,1.186864972,1.234582305
133,1.241017699,1.049618244,1.305918574,1.15597403,1.123307705,0.9922084808,0.962284565,1.97791481,1.497519612,1.216396928,1.163146496,1.149058938,1.069005609,1.150754333,1.19765532
134,1.228234768,1.03092587,1.125316262,1.159088254,1.116490602,0.9971194267,0.945810616,1.908504963,1.473935246,1.087052464,1.140134811,1.077471852,1.067599177,1.071632147,1.116956353
135,1.202552676,0.9920377731,0.9025945663,1.160689473,1.115790963,0.984413147,0.9819107056,1.245138764,1.201497316,0.9203851819,1.087607026,0.9399803281,1.068577886,0.9382221699,0.9928226471
136,1.191843629,0.9932122231,0.9065198302,1.161545396,1.111595273,0.9742919803,1.004033446,1.161545396,1.161545396,0.9173925519,1.087640405,0.9399175644,1.066884995,0.9313197136,0.9862996936
137,1.185521483,0.9854261279,0.9098988175,1.160866618,1.110490203,0.9622750282,1.056895733,0.9746415019,1.05500257,0.9055473804,1.073946834,0.9092969298,1.065752387,0.9039931297,0.9639341235
138,1.16738975,0.9755554795,0.9569492936,1.156092286,1.101323128,0.9467926025,1.085081339,0.8953652382,0.9828694463,0.918418467,1.052543998,0.8693580627,1.057764053,0.8765335083,0.9426929355
139,1.157773852,0.9706463814,1.039018273,1.149384379,1.086297154,0.9319801331,1.081341028,0.8832705021,0.956466198,0.9508050084,1.037420869,0.847428143,1.04531157,0.8677298427,0.9394087791
