window_index,RidgeCov,TargetRidge,Trend,Seasonal,EWM,EWMFast,EWMSlow,SeasonalOffset,SeasonalDrift,DampedTrend,MeanRevert,MeanRevertSlow,SeasonalEWM,SeasonalTrend,EWMTrend
95,0.4699541032,0.4858642817,6.977329254,1.715402126,0.8420712948,0.9730017781,0.8299307227,14.21211529,1.598288178,6.701227188,1.249586821,3.275290251,0.8605044484,1.854921699,2.013208389
96,0.4825540483,0.5550413132,6.675177097,1.622349739,0.7884378433,1.156962276,1.474056602,15.52954388,1.593337417,6.211773396,1.210276484,2.967980385,0.7421727777,1.937574983,1.918598771
97,0.5662019849,0.6408243775,4.352248669,1.575220108,0.729583323,1.310662866,1.453608871,10.99914265,1.8018713,3.937911749,0.9584105611,1.920665741,0.6782774925,1.544706345,1.442466855
98,0.6185033917,0.703153193,3.859952211,1.481812835,0.6929039955,1.448202968,1.757680416,10.76747131,2.065555573,3.444246292,0.9197935462,1.709852219,0.6035356522,1.499572396,1.346922278
99,0.6853084564,0.7899851799,4.911743164,1.469533563,0.6437680125,1.64678669,1.334749103,10.66888142,2.584104776,4.416194916,1.079991698,2.184394836,0.5648390651,1.91032207,1.663070321
100,0.7742527127,0.8773910403,5.034475327,1.381591439,0.6085061431,1.834877849,1.114236474,10.32598591,3.026157379,4.498441696,1.126482606,2.24125576,0.4896380007,2.010333061,1.751407027
101,0.6808930039,0.7614423633,1.139085174,1.388689399,0.6317190528,1.719811082,0.7489774227,1.468326926,3.263520241,0.9559153914,0.6483550668,0.6924288869,0.5207563043,0.8041585088,0.7939052582
102,0.5833836198,0.6888121963,0.7849534154,1.373357892,0.629262805,1.385670066,0.8167440295,1.878013253,2.879552126,0.822314918,0.7044220567,0.8320479989,0.5030312538,0.4835778773,0.660903275
103,0.4842494428,0.6520970464,1.967386723,1.397490501,0.6141777039,1.008586526,0.7804337144,1.397490501,2.870111704,2.109489679,0.998655498,1.644206047,0.4933742583,0.6212964058,0.941111505
104,0.4100645483,0.6475259662,3.031361818,1.417080522,0.6040181518,0.739317596,1.29722178,1.283641458,2.83891654,3.149870872,1.233685017,2.222434282,0.4682382643,0.8135721087,1.270704508
105,0.3768842518,0.6545433402,1.893493652,1.412253976,0.605083704,0.6373395324,1.23268044,1.889937401,2.877836227,1.913009167,0.9640538096,1.436419368,0.4644503891,0.5959494114,0.9809654355
106,0.4002726376,0.6789808273,1.85261333,1.388689399,0.6046057343,0.603505671,0.748064518,1.546261191,2.93888402,1.816159844,0.9465818405,1.340126038,0.4707968235,0.5713141561,0.9521951079
107,0.4775497913,0.7093971372,2.37230134,1.388689399,0.6130433679,0.6046732068,0.8244389892,1.254540443,2.920962095,2.279662848,1.069722652,1.582569718,0.4643118382,0.6541702747,1.11616981
108,0.5749880672,0.7232758403,1.500247002,1.383295059,0.6209169626,0.6264711618,0.8283662796,1.456686497,2.922138929,1.414306283,0.8677020073,1.07705164,0.4629132748,0.5027626157,0.8832697272
109,0.6827116013,0.7342581749,1.258557558,1.37889421,0.626186192,0.6448242068,0.915640831,1.75876987,3.03078866,1.169044614,0.8003831506,0.9247338176,0.4595756531,0.4639960229,0.8213326335
110,0.7682182789,0.7625355124,1.482930541,1.369170189,0.6122605205,0.6709339023,0.6182895303,1.369170189,3.174856901,1.344712853,0.8463592529,1.00368011,0.4613510072,0.4874001443,0.8611773849
111,0.8856198192,0.7969363332,1.69292295,1.373074055,0.591827631,0.7064964175,1.207944155,1.452711701,3.254512072,1.519059181,0.9017675519,1.093987823,0.4765613079,0.5204855204,0.8567214012
112,0.9730275273,0.7981259823,1.456685662,1.415944934,0.5869863033,0.7388627529,1.379619241,2.185916662,3.156100512,1.331983566,0.8722767234,1.019886494,0.4893198311,0.5234710574,0.8007855415
113,0.9842126369,0.6197181344,0.5254161954,1.431063294,0.5904843807,0.700797081,0.9952392578,1.533271909,3.079710722,0.5538050532,0.5419163108,0.554971993,0.4966320693,0.4720932245,0.5562191606
114,0.7261932492,0.5485454202,0.6052337289,1.433618546,0.594217062,0.6538344026,0.6821901798,1.329990268,3.027174711,0.6414043307,0.483002305,0.5563927293,0.5016272664,0.556866467,0.5700753331
115,0.6164110303,0.5061209798,0.7852632403,1.433618546,0.5949571133,0.6268084645,0.9018211365,1.787941933,3.014836311,0.8009551167,0.4679708481,0.6031873226,0.5151407123,0.642429769,0.624615252
116,0.4629425704,0.3855700791,1.698329568,1.426875472,0.5817966461,0.5841279626,1.252159715,2.052903891,2.859394073,1.632313728,0.4508481324,0.9028201103,0.5281739235,0.9687047005,0.8741900325
117,0.3111622632,0.31215927,3.398986578,1.366189122,0.5768288374,0.588909328,1.127638459,1.429785728,2.49044919,3.118022203,0.5530383587,1.485712171,0.5240145326,1.466365814,1.33726263
118,0.2525109053,0.2631549537,6.747159958,1.397490501,0.5493231416,0.6566032767,1.405930161,1.30834198,2.324738741,6.052370548,0.8389373422,2.702458143,0.5337405801,2.45041275,2.293338537
119,0.2686817944,0.3357468545,4.768755913,1.304154277,0.5180158019,0.7605218887,0.5126078725,1.457467437,1.8799299,3.964003325,0.6188735962,1.644478202,0.5011472106,1.853231549,1.682883382
120,0.2985687852,0.3901619017,3.21628499,1.18625927,0.5075063109,0.8344656825,0.5728420615,1.316859245,1.444176674,2.497467756,0.4986525476,1.01807344,0.478712827,1.366823316,1.277786493
121,0.331348896,0.4638898075,1.30727458,1.05686605,0.5143713355,0.8119251132,0.5496457219,2.328796148,1.116487741,0.9098591805,0.4547009468,0.5084162354,0.4471435845,0.747399509,0.7797031999
122,0.36786291,0.4364364445,2.894540071,1.025067687,0.5296278596,0.8781889081,0.5029735565,1.543492794,1.016550422,2.177570105,0.4902777672,0.8983867764,0.4557412863,1.206030726,1.268096447
123,0.4240556657,0.4561268091,2.390207291,0.931447506,0.5539586544,0.9264554977,0.5237587094,1.943029404,0.916654408,1.709289074,0.4766924083,0.7282354236,0.4475490153,1.041499138,1.164779067
124,0.4757984579,0.5489045978,5.951536655,0.9745311737,0.5729308128,1.100604057,0.5479115844,2.671763182,0.9826464653,4.686348438,0.7481422424,1.868481636,0.483803153,2.058906794,2.247297525
125,0.45570907,0.4308713377,1.622924447,0.9739634395,0.5808079839,1.041473389,0.5254828334,1.760970116,1.006897449,1.018555164,0.4684676826,0.5162922144,0.4887628555,0.8796599507,0.974915266
126,0.4840589762,0.4357321262,1.715666413,1.002354741,0.6646939516,1.000011325,1.375133157,3.813093185,0.977370441,1.068610072,0.4795128107,0.5311283469,0.5437991619,0.9463403225,1.082755566
127,0.5611442924,0.6286605,6.631474972,1.1522609,0.7059184909,1.178458571,1.500913739,13.17086506,1.053459048,4.954107285,0.7710298896,1.848386407,0.6480799317,2.560944796,2.690605402
128,0.4795352519,0.4207813442,2.290415764,1.166172504,0.6437187195,1.114699721,0.5909356475,4.059813499,1.082512736,1.301791072,0.4754948616,0.5353654623,0.6635282636,1.341656804,1.263788939
129,0.4287843406,0.3916830122,1.445592284,1.177600026,0.6093538404,0.9816200137,0.5108808875,2.438599348,1.105628014,0.7677739263,0.529595077,0.5260170102,0.6646414399,1.053399563,0.9404067993
130,0.4449176788,0.417529583,1.445424914,1.188459754,0.6006658673,0.8801725507,0.5741096139,2.949855804,1.119149446,0.7790558934,0.5393812656,0.5335656404,0.6754878163,1.071748614,0.9349443316
131,0.4798276722,0.4537202418,1.9827528,1.209824204,0.5941743255,0.84218961,0.7149529457,2.843743086,1.186436772,1.111161351,0.5032399297,0.5272951126,0.6977348328,1.33237195,1.109877944
132,0.5294563174,0.4785144329,2.717327356,1.253617764,0.5988631248,0.8537341952,0.8209355474,3.49880147,1.280376434,1.657032847,0.511931181,0.6509988904,0.7284825444,1.66236937,1.343235135
133,0.5770174861,0.4909297526,1.69221127,1.256882787,0.6508013606,0.8006464839,0.5298511386,2.569696188,1.303728342,0.9737202525,0.5236212611,0.5287026763,0.7745899558,1.265150905,1.065463066
134,0.5955197811,0.4830369055,2.410417318,1.256953716,0.6475174427,0.796567142,0.5161369443,3.934678793,1.354164243,1.470148563,0.5166491866,0.6204481125,0.7799487114,1.580201268,1.305015087
135,0.5825631022,0.4825216234,2.427166224,1.255818009,0.6255497932,0.7923042178,0.5694141984,3.744599104,1.441443801,1.480743051,0.519897759,0.6243575811,0.7713422775,1.608981729,1.285782218
136,0.5018289685,0.3895690143,5.584405422,1.260786533,0.6587735415,0.9048640132,0.4958258569,4.255926609,1.702306628,4.025596619,0.7351258397,1.531844139,0.798753798,2.829167128,2.304814339
137,0.4344756603,0.3406803608,8.761479378,1.368744493,0.7144525647,1.117727757,0.5161376595,6.016683102,2.072895765,6.691041946,1.081533432,2.64404273,0.8732472062,4.025584221,3.365894318
138,0.3543147743,0.3449983597,6.059335709,1.401749253,0.7234764695,1.232748151,0.4689194262,3.160874128,2.293395758,4.276931286,0.7981364131,1.602026463,0.8893168569,3.134820223,2.576196909
139,0.2771446407,0.3795050681,4.114992619,1.406930804,0.7186900973,1.247599006,0.4315364361,0.8447831273,2.357684374,2.648368835,0.6232039332,0.9675419927,0.8874747157,2.41340518,1.957052827
140,0.2106750011,0.331302613,6.645069122,1.422758698,0.7359223366,1.372117639,0.4135506451,0.9726147652,2.475490332,4.708910465,0.8996133208,1.785700798,0.9049932361,3.362136126,2.776189804
141,0.1765251607,0.3402884901,6.368440151,1.422191024,0.7535107732,1.482332826,0.3901812136,0.3575173914,2.515166998,4.441684723,0.8892580867,1.679193854,0.9250922203,3.264097929,2.719451189
142,0.1621217579,0.3889051378,3.368120909,1.305502772,0.7781761289,1.415548682,0.4115487635,0.4091895521,2.14251399,2.026814222,0.586966753,0.7547158599,0.9179802537,2.070718765,1.762731671
143,0.164054513,0.3728526831,4.570694447,1.269729733,0.7593461871,1.427239537,0.3767603934,0.7603899837,2.09438467,2.970759153,0.7257964015,1.113553882,0.9030866623,2.509539843,2.147125244
144,0.1672353297,0.3987271488,1.916399598,1.222103357,0.7404763103,1.259770513,0.3801833093,0.7439939976,2.020608425,1.001228929,0.4792880714,0.4515357018,0.872358799,1.411343575,1.20312655
