window_index,RidgeCov,TargetRidge,Trend,Seasonal,EWM,EWMFast,EWMSlow,SeasonalOffset,SeasonalDrift,DampedTrend,MeanRevert,MeanRevertSlow,SeasonalEWM,SeasonalTrend,EWMTrend
95,0.4036784172,0.5574246645,6.110481262,0.9305438995,0.7118458748,1.096210003,0.7555838227,11.46146679,0.9222074151,5.882457733,1.06612587,2.344880581,0.5371977687,1.752883554,2.09474206
96,0.454739213,0.6426396966,4.478668213,0.8723030686,0.7065208554,1.262850285,0.7368919253,8.847462654,0.9076179862,4.091108799,0.9462646842,1.756487489,0.4862765372,1.439743996,1.72585237
97,0.5287027359,0.7114161849,3.861049652,0.8527936935,0.7061710358,1.397442341,0.757879734,8.99756813,0.9939255118,3.367694855,0.9050750732,1.521638274,0.4675551951,1.358859062,1.590098381
98,0.6025776863,0.7842610478,1.550062776,0.8098794818,0.7445775867,1.384805679,0.7346057892,2.622241735,1.081691146,1.309010029,0.7734128833,0.896879971,0.480964154,0.7568125725,0.9967291951
99,0.6856352687,0.8330289721,1.441567779,0.842320621,0.7553792,1.356403947,1.033787608,4.884437561,1.185464501,1.213263273,0.7903105617,0.8854182363,0.502563417,0.7586834431,0.9558670521
100,0.7180096507,0.8238195777,0.745388329,0.8154671788,0.764257431,1.197892189,0.821852386,2.1833601,1.250597119,0.7702207565,0.7513878345,0.755644381,0.5125556588,0.4879225492,0.7465789914
101,0.7064490914,0.7955459952,1.215473056,0.8012263179,0.7541097999,1.00727284,0.8726300597,0.7434325218,1.294666171,1.278948426,0.7874876857,0.9105873108,0.5059421062,0.5185077786,0.8395144343
102,0.6519585252,0.8140428662,0.8895921707,0.8038126826,0.7559357285,0.9278348088,1.009061217,1.073048711,1.266785622,0.8854284286,0.7623278499,0.7839308381,0.5047650933,0.4816954136,0.7799981236
103,0.6702208519,0.8253710866,0.9095811844,0.810390234,0.7610308528,0.8742597699,0.8272359371,1.192276359,1.315420747,0.8573670983,0.7628671527,0.7722024918,0.5172083378,0.4894672632,0.7846229076
104,0.5955272317,0.7865222096,1.518109918,0.813583374,0.754615128,0.806353271,0.9388150573,1.192276239,1.290062785,1.312011361,0.7936233878,0.8850337863,0.5106464624,0.575480938,0.9379743934
105,0.6019249558,0.7991101742,1.579069972,0.8106457591,0.7532229424,0.772215426,1.01346159,0.8647994995,1.36594522,1.255710483,0.7884076238,0.8557868004,0.512768805,0.5871095061,0.9655277133
106,0.6151739955,0.822209537,1.509330153,0.8153395057,0.7546010017,0.760345161,0.9395802617,0.8712174296,1.397715688,1.103281617,0.7781040668,0.8077911735,0.5180900693,0.58048594,0.9498307109
107,0.6978163719,0.7990959287,2.882026434,0.8162654042,0.7521181703,0.7521103024,0.9414060712,0.7273715138,1.327511787,1.983841896,0.8418028951,1.011315465,0.507427454,0.8393976688,1.312263846
108,0.8185256124,0.8298768997,2.356219292,0.817414999,0.755562067,0.7637344003,0.8123219609,0.731203258,1.300945759,1.449708939,0.8047955632,0.8654091954,0.5111056566,0.7410357594,1.171570659
109,0.9060394168,0.8436185718,2.197091818,0.8225876689,0.7579035759,0.774954617,0.8170024753,0.9385583401,1.25013411,1.258433342,0.7905449271,0.8173694611,0.5123104453,0.7255644202,1.142506957
110,0.9816638827,0.8593878746,2.845864296,0.8329331279,0.7596791387,0.7956812382,0.7676387429,0.8329331279,1.240475178,1.573676467,0.814479351,0.8762931824,0.5189688802,0.8693239093,1.314089775
111,1.064306378,0.8777742386,3.277915955,0.835295856,0.7595660686,0.8195231557,0.760424912,0.8751449585,1.253848553,1.768074036,0.8320991397,0.9146382213,0.5193173289,0.9622662663,1.421599746
112,1.015583634,0.8678076863,2.735902071,0.865917027,0.7661764622,0.8377764821,2.055888176,0.7998213768,1.392705321,1.37948513,0.8040780425,0.8325083852,0.5516116023,0.8889376521,1.207931161
113,0.972990334,0.8220930696,1.470688939,0.8694932461,0.7785656452,0.8413603902,1.783313155,1.165231586,1.524007797,0.8451293111,0.7763648033,0.7761805058,0.558822453,0.6579517722,0.9371011853
114,0.9873513579,0.7638599873,0.9406673312,0.8802537322,0.789005816,0.8192824721,2.108991385,0.9231680036,1.500978112,0.8065951467,0.7760526538,0.8296279907,0.5776548982,0.6073192358,0.8235294223
115,0.809597671,0.6587488651,1.407756448,0.8834786415,0.7940092683,0.7868884206,2.019461393,0.9196875691,1.641314507,1.701881409,0.8404076695,1.176475406,0.5805709958,0.8259103298,0.9849188924
116,0.6306518316,0.6420294642,2.080519438,0.8718560338,0.7996837497,0.789616406,2.110482931,0.8207038045,1.570181727,2.232549667,0.8749758601,1.303108096,0.5906149745,1.028058767,1.190816164
117,0.5736827254,0.8157027364,0.8177604675,0.8526020646,0.7975716591,0.7913250923,1.918705106,3.746250868,1.315814495,0.811255157,0.7790880203,0.7896957994,0.5986901522,0.6082322001,0.8061611056
118,0.4802035093,0.6552166939,3.925743818,0.8158503175,0.7999472022,0.8365114331,1.930224061,1.094601512,1.14596951,3.34176898,0.9290923476,1.514716744,0.6001488566,1.49644196,1.712536931
119,0.492639631,0.7100682259,3.930020571,0.7346516252,0.7755417824,0.9005826116,0.8775554299,0.841937542,0.8811052442,2.899552107,0.8852574229,1.302358627,0.5785920024,1.453083038,1.644686699
120,0.5136575103,0.7497828603,4.142283916,0.6935574412,0.7675639987,0.9721040726,0.7562786937,0.7270204425,0.7406067252,2.823102713,0.8776960373,1.247243047,0.5694410801,1.486138344,1.685986638
121,0.5459865928,0.7972165942,1.818921447,0.6300480962,0.7646320462,0.9617919922,0.778062284,0.6918651462,0.6281642318,1.10791409,0.7670590281,0.799580574,0.5563135147,0.8328288198,1.049552321
122,0.5967695117,0.8074623942,1.405387759,0.6321236491,0.780939877,0.934553802,0.8184174895,0.8156588078,0.6371446252,0.8890771866,0.7606881261,0.7650848031,0.5664801002,0.7238747478,0.9619458318
123,0.6634220481,0.8012016416,1.151475906,0.6210437417,0.7802835107,0.8918207288,0.8030686378,0.6292179227,0.6542512774,0.782248497,0.7637853622,0.7662470937,0.5624787211,0.6488335133,0.8816962242
124,0.7674106956,0.8739255071,3.418992996,0.682477653,0.7860795856,0.9426665306,0.7652745247,3.341630936,0.6949303746,2.024649858,0.8296492696,1.0076195,0.5929552913,1.290660024,1.527609229
125,0.8292741776,0.8663582802,2.874437332,0.7071916461,0.7897005081,0.9625739455,0.7641561031,1.829093575,0.6918651462,1.591663241,0.8028091788,0.897277534,0.6133171916,1.204223514,1.386415482
126,0.8161706328,0.7952615619,1.518162727,0.7260944247,0.8144445419,0.9273512363,0.9556260705,0.8494729996,0.7050204277,0.8536811471,0.7691543698,0.7691266537,0.636384964,0.8449001908,1.029230952
127,0.8516564369,0.8611754775,2.536222696,0.7736385465,0.8375167847,0.9338205457,1.226496577,2.17250371,0.7438556552,1.287738085,0.7906041741,0.8281527162,0.6728736758,1.178384423,1.367082596
128,0.70024997,0.6696999073,0.9836363792,0.7805355191,0.7919653058,0.827306509,0.7916491628,0.8514207006,0.7551987767,1.25266552,0.866396904,1.128982306,0.6466554999,0.6619988084,0.7991768718
129,0.6629465222,0.7088263631,0.9623360634,0.7833454013,0.7689544559,0.7807946205,0.903070271,0.822619617,0.7632958293,0.9962520599,0.833961904,0.9920692444,0.630404532,0.668210268,0.8007640839
130,0.6662267447,0.691134274,1.375065207,0.8003641963,0.7564697266,0.75883919,0.8267021775,0.993478477,0.8086767197,2.092688799,0.9776182175,1.48198092,0.6108921766,0.7202159762,0.8923091888
131,0.8025639653,0.7712904811,0.8764279485,0.8122742176,0.7573571205,0.7760846019,0.8345406651,0.8067822456,0.8158504367,1.000907063,0.8336375356,0.9639063478,0.6190263033,0.633081615,0.77718997
132,0.9281339645,0.8087151051,0.8657484651,0.8161058426,0.7572575212,0.7895118594,0.8605148196,0.8073570132,0.8192908764,0.8414936066,0.8023080826,0.8615877628,0.6206555963,0.6408857703,0.7731658816
133,0.9829735756,0.8430017829,0.8829049468,0.8303787112,0.7643149495,0.8083721995,0.7674133778,0.9277021289,0.8342741132,0.7944185138,0.7945215702,0.8222804666,0.6333794594,0.657627821,0.7826479077
134,1.0443331,0.8874163628,1.042114377,0.864767611,0.7953329086,0.8415632844,0.7971305847,1.270218253,0.862572372,0.8092826009,0.8085088134,0.8106212616,0.6702278256,0.7330341935,0.840090096
135,1.060681939,0.9339874387,0.8959267735,0.8816587329,0.813729465,0.8697918057,0.8366616368,0.903115809,0.8763369918,0.8461885452,0.8484986424,0.8789870739,0.6887791753,0.6971570849,0.8113304973
136,0.9530947208,0.8231688142,3.895622253,0.8535919785,0.8222461343,0.8308942914,0.8765056729,2.404764652,0.8342342377,2.62566638,0.8994479179,1.212345123,0.6693150401,1.54825449,1.529973388
